,step,vertical_idx,horizontal_idx
0,11,3,1
1,12,3,3
2,17,4,4
3,28,4,3
4,31,2,4
5,35,4,2
6,41,3,3
7,46,2,4
8,52,0,1
9,73,0,2
10,73,0,4
11,75,0,1
12,75,2,4
13,78,0,4
14,84,4,2
15,85,4,2
16,95,1,3
17,95,3,4
18,96,3,4
19,105,3,4
20,119,1,4
21,119,4,1
22,126,0,4
23,126,2,4
24,130,1,3
25,136,3,1
26,137,3,1
27,141,0,4
28,141,3,3
29,144,1,2
30,149,1,3
31,150,1,3
32,152,2,4
33,158,1,3
34,159,4,1
35,159,4,2
36,166,4,3
37,170,0,4
38,174,4,4
39,181,4,4
40,183,0,0
41,184,1,4
42,196,3,3
43,198,2,3
44,200,0,2
