,step,vertical_idx,horizontal_idx
0,2,0,2
1,3,0,4
2,4,1,1
3,4,4,4
4,8,2,2
5,10,2,4
6,13,2,3
7,20,0,4
8,28,4,1
9,30,4,1
10,37,1,0
11,38,3,4
12,40,1,3
13,49,4,0
14,51,1,2
15,56,4,3
16,57,2,4
17,61,0,2
18,63,2,1
19,63,4,3
20,67,3,1
21,67,4,4
22,68,3,4
23,69,3,3
24,70,0,4
25,82,0,4
26,87,1,0
27,90,1,4
28,92,3,3
29,96,1,2
30,98,3,1
31,102,3,4
32,105,4,2
33,112,0,4
34,113,4,2
35,115,3,3
36,125,2,2
37,131,3,4
38,136,1,4
39,138,4,1
40,139,0,1
41,142,3,3
42,145,0,3
43,159,0,3
44,162,1,0
45,163,2,3
46,166,2,2
47,174,2,4
48,179,2,3
49,180,3,3
50,184,1,4
51,188,4,3
52,191,0,4
53,198,0,3
