,step,vertical_idx,horizontal_idx
0,2,1,3
1,3,1,0
2,11,2,4
3,13,3,4
4,14,4,3
5,17,1,4
6,17,3,3
7,20,3,2
8,22,4,1
9,24,2,4
10,28,3,4
11,35,0,0
12,37,1,1
13,45,4,1
14,49,4,3
15,50,0,4
16,55,2,2
17,55,4,3
18,60,1,3
19,66,1,2
20,70,4,3
21,73,4,1
22,74,3,2
23,90,1,4
24,99,3,3
25,101,4,4
26,102,1,2
27,103,0,4
28,107,0,4
29,113,1,3
30,120,0,4
31,125,2,4
32,128,4,4
33,133,1,4
34,134,4,1
35,143,3,3
36,151,3,1
37,154,2,4
38,164,1,2
39,167,2,2
40,168,1,2
41,175,0,4
42,175,3,4
43,178,0,3
44,187,3,2
45,190,1,1
46,192,0,4
47,192,4,2
48,198,0,3
