,step,vertical_idx,horizontal_idx
0,1,2,3
1,5,1,2
2,18,4,3
3,20,0,4
4,21,0,3
5,24,3,4
6,24,4,4
7,28,4,3
8,33,1,2
9,48,2,4
10,51,0,4
11,59,1,4
12,65,1,2
13,68,2,4
14,71,2,2
15,72,4,4
16,73,0,4
17,73,4,4
18,78,0,0
19,79,0,1
20,91,0,2
21,91,1,0
22,99,1,1
23,104,4,4
24,110,3,4
25,117,1,3
26,118,0,4
27,126,1,2
28,127,4,4
29,128,0,4
30,136,4,3
31,139,1,4
32,143,3,2
33,152,1,3
34,157,3,3
35,161,2,2
36,164,3,4
37,165,4,1
38,167,0,4
39,173,4,1
40,174,4,1
41,176,0,2
42,178,1,3
43,178,2,1
44,179,2,4
45,180,1,4
46,180,4,2
47,184,0,4
48,192,1,4
49,193,1,0
50,193,3,4
51,193,4,2
52,197,0,3
53,197,4,1
