,step,vertical_idx,horizontal_idx
0,1,0,4
1,3,3,3
2,3,4,3
3,5,1,2
4,9,1,3
5,11,1,2
6,14,3,2
7,18,2,1
8,24,1,3
9,25,0,1
10,25,1,3
11,26,2,3
12,32,0,3
13,37,3,1
14,46,3,1
15,47,3,4
16,48,0,2
17,49,4,3
18,51,0,4
19,69,2,1
20,73,2,3
21,76,3,3
22,83,3,1
23,86,4,1
24,91,2,4
25,91,4,2
26,95,2,2
27,97,1,3
28,98,3,4
29,103,2,1
30,105,2,4
31,107,0,3
32,107,4,3
33,109,4,1
34,110,3,4
35,112,4,4
36,116,3,4
37,116,4,3
38,121,2,4
39,121,3,3
40,123,3,4
41,125,3,2
42,133,1,2
43,134,0,4
44,137,2,4
45,142,1,3
46,143,2,4
47,152,1,3
48,157,1,3
49,164,1,4
50,176,1,3
51,179,0,4
52,183,2,4
53,192,4,3
54,193,2,4
55,196,1,3
56,198,2,4
