,step,vertical_idx,horizontal_idx
0,1,0,3
1,2,3,1
2,3,3,1
3,12,3,1
4,20,0,1
5,30,0,3
6,32,0,2
7,32,0,3
8,32,1,0
9,34,4,3
10,35,3,1
11,38,1,4
12,39,1,1
13,39,3,2
14,45,3,2
15,48,4,2
16,49,1,4
17,52,0,4
18,52,4,4
19,58,0,1
20,58,4,3
21,62,0,0
22,65,2,1
23,70,1,2
24,70,2,3
25,75,2,4
26,80,4,4
27,83,3,3
28,85,0,1
29,88,4,3
30,89,1,4
31,90,3,4
32,92,3,4
33,102,1,2
34,109,1,3
35,110,3,4
36,117,0,2
37,134,3,1
38,135,0,3
39,135,3,4
40,135,4,3
41,137,2,4
42,139,3,2
43,140,2,3
44,142,4,4
45,144,0,4
46,147,4,4
47,154,3,2
48,165,0,1
49,167,2,3
50,173,1,0
51,177,4,1
52,178,3,2
53,181,4,3
54,187,2,4
55,189,0,4
56,192,3,3
