,step,vertical_idx,horizontal_idx
0,1,2,1
1,6,0,1
2,21,3,4
3,23,0,4
4,27,4,3
5,28,3,3
6,30,3,3
7,39,2,4
8,68,0,3
9,72,2,3
10,84,4,4
11,85,0,4
12,87,1,2
13,91,4,1
14,92,4,2
15,93,0,2
16,97,1,4
17,101,2,4
18,103,3,2
19,106,2,1
20,106,2,2
21,106,3,4
22,108,4,4
23,112,4,2
24,113,4,4
25,116,0,4
26,122,4,4
27,125,4,2
28,128,3,4
29,130,1,1
30,131,1,4
31,132,3,2
32,141,2,1
33,144,3,2
34,145,1,3
35,145,2,2
36,152,4,4
37,153,3,4
38,154,3,2
39,155,0,2
40,158,3,3
41,161,0,2
42,162,3,4
43,163,1,4
44,165,3,0
45,170,1,4
46,172,0,4
47,174,3,3
48,182,1,3
49,187,0,2
50,193,2,3
51,194,3,0
52,195,2,4
