,step,vertical_idx,horizontal_idx
0,4,4,3
1,12,3,4
2,14,0,4
3,17,4,4
4,20,0,3
5,23,1,3
6,26,0,3
7,27,0,1
8,37,1,1
9,50,1,1
10,52,3,4
11,55,2,2
12,56,1,4
13,59,4,4
14,62,4,2
15,63,3,1
16,64,0,3
17,64,0,4
18,69,1,3
19,72,4,4
20,76,1,3
21,92,3,2
22,93,0,0
23,93,1,1
24,93,3,4
25,95,4,4
26,97,4,4
27,102,4,3
28,107,0,0
29,117,0,4
30,117,3,3
31,118,0,4
32,121,3,4
33,123,1,2
34,124,1,3
35,125,4,3
36,132,1,4
37,134,4,4
38,140,3,0
39,145,1,1
40,154,4,2
41,157,2,4
42,163,4,1
43,168,1,2
44,171,2,4
45,179,4,2
46,186,2,2
47,194,1,4
48,194,4,4
49,198,4,3
50,199,0,3
51,200,4,4
