,step,vertical_idx,horizontal_idx
0,2,1,4
1,2,2,1
2,5,4,2
3,10,4,2
4,19,3,0
5,20,2,4
6,23,3,2
7,25,4,1
8,29,0,1
9,32,3,2
10,38,0,3
11,45,2,3
12,50,4,3
13,54,2,4
14,54,3,3
15,54,4,1
16,60,1,4
17,63,0,4
18,69,2,4
19,71,4,4
20,75,4,0
21,78,1,4
22,80,0,4
23,83,1,4
24,88,3,2
25,102,1,4
26,104,4,2
27,105,1,3
28,108,2,4
29,109,4,1
30,111,4,4
31,123,0,3
32,124,0,4
33,126,1,2
34,126,4,4
35,128,0,3
36,129,2,4
37,134,2,1
38,137,1,0
39,137,4,1
40,149,2,4
41,154,4,4
42,157,2,2
43,158,0,3
44,165,3,4
45,173,4,2
46,174,1,3
47,177,0,0
48,181,1,2
49,190,3,4
50,192,2,3
