,step,vertical_idx,horizontal_idx
0,7,3,2
1,15,1,3
2,17,2,4
3,22,1,4
4,26,2,4
5,38,3,4
6,39,0,4
7,41,0,4
8,42,1,2
9,43,1,3
10,52,2,2
11,55,3,4
12,66,0,4
13,73,0,1
14,78,4,4
15,81,1,4
16,86,0,4
17,90,1,2
18,91,4,1
19,105,0,1
20,106,2,2
21,107,2,3
22,112,1,4
23,120,4,1
24,122,4,2
25,127,4,4
26,128,0,4
27,132,1,2
28,134,1,3
29,139,0,3
30,143,2,2
31,146,0,4
32,158,1,4
33,161,2,2
34,162,2,1
35,164,2,4
36,167,0,3
37,171,1,2
38,173,3,1
39,175,2,2
40,178,3,4
41,180,1,4
42,189,0,2
43,190,0,4
44,194,4,1
45,197,2,4
