,step,vertical_idx,horizontal_idx
0,6,4,3
1,11,1,4
2,12,0,0
3,13,2,4
4,14,1,1
5,15,3,3
6,22,2,4
7,24,0,4
8,25,2,4
9,37,2,2
10,38,3,4
11,50,4,1
12,52,0,2
13,55,3,0
14,57,4,4
15,60,4,1
16,63,0,3
17,68,1,4
18,68,4,4
19,77,3,1
20,80,0,4
21,85,0,4
22,87,4,4
23,90,2,4
24,92,0,4
25,94,3,2
26,102,1,4
27,107,3,2
28,112,1,2
29,113,0,3
30,115,0,3
31,117,1,3
32,120,0,4
33,120,4,3
34,131,3,3
35,132,3,3
36,135,1,3
37,140,4,4
38,144,2,4
39,151,2,4
40,155,0,3
41,155,1,3
42,163,0,4
43,164,0,1
44,167,4,3
45,176,3,4
46,180,0,4
47,187,2,2
48,200,2,1
