,step,vertical_idx,horizontal_idx
0,1,0,3
1,6,1,4
2,10,0,2
3,14,3,4
4,19,0,1
5,19,3,2
6,20,2,1
7,32,1,2
8,33,4,1
9,35,3,1
10,36,3,0
11,37,3,4
12,43,3,1
13,45,3,4
14,48,3,0
15,53,2,4
16,58,0,0
17,65,3,3
18,68,0,4
19,68,4,3
20,69,2,4
21,74,2,4
22,87,2,1
23,94,2,3
24,107,0,3
25,110,0,3
26,111,4,4
27,114,2,1
28,114,2,4
29,114,4,4
30,116,1,3
31,117,2,4
32,118,0,2
33,119,4,3
34,121,1,4
35,132,2,3
36,134,3,4
37,135,1,1
38,139,4,3
39,144,3,3
40,147,4,1
41,149,1,1
42,159,0,3
43,159,4,4
44,161,0,3
45,164,2,1
46,164,4,3
47,172,1,3
48,175,4,4
49,183,4,1
50,185,3,2
51,187,1,2
52,189,1,4
53,195,1,3
