,step,vertical_idx,horizontal_idx
0,2,0,0
1,3,2,4
2,8,0,3
3,8,2,3
4,19,3,3
5,21,3,4
6,27,2,4
7,33,1,3
8,48,1,0
9,57,1,4
10,57,2,3
11,62,0,4
12,67,1,3
13,70,3,4
14,70,4,3
15,74,1,2
16,81,4,1
17,85,3,2
18,93,1,2
19,98,0,1
20,98,0,4
21,99,4,4
22,104,2,4
23,110,4,2
24,111,0,1
25,112,4,3
26,116,0,3
27,116,4,3
28,122,0,4
29,122,2,4
30,122,3,4
31,130,4,3
32,131,0,3
33,132,2,2
34,138,3,3
35,140,0,4
36,143,1,1
37,143,3,2
38,147,1,4
39,148,2,4
40,150,1,4
41,151,1,3
42,154,0,4
43,155,0,4
44,156,4,2
45,156,4,3
46,163,1,4
47,165,2,4
48,171,4,0
49,175,4,4
50,176,3,3
51,179,0,3
52,182,0,1
53,182,4,4
54,185,2,3
55,187,4,2
56,189,0,3
57,196,1,3
58,199,3,4
