,step,vertical_idx,horizontal_idx
0,5,0,1
1,6,0,3
2,6,4,1
3,7,4,2
4,8,4,2
5,9,2,2
6,9,3,1
7,11,0,4
8,12,2,3
9,16,0,2
10,24,2,3
11,28,1,2
12,28,2,3
13,29,1,0
14,32,1,2
15,34,2,4
16,41,2,3
17,42,1,4
18,42,3,4
19,44,2,1
20,52,0,2
21,53,0,1
22,56,2,4
23,57,0,2
24,61,1,4
25,61,4,3
26,62,1,1
27,66,0,4
28,71,1,4
29,71,2,3
30,74,3,4
31,78,4,3
32,93,2,4
33,95,3,2
34,97,0,1
35,97,0,3
36,97,3,4
37,101,4,1
38,102,3,4
39,110,0,1
40,110,4,0
41,120,0,4
42,120,3,4
43,122,0,4
44,137,1,4
45,139,0,1
46,141,1,0
47,145,3,2
48,157,0,4
49,158,2,3
50,168,3,4
51,169,1,2
52,169,3,1
53,170,4,2
54,173,1,1
55,175,0,1
56,181,0,3
57,187,3,4
58,189,2,3
59,199,0,4
