,step,vertical_idx,horizontal_idx
0,3,1,1
1,6,2,3
2,9,1,2
3,14,3,4
4,21,2,3
5,22,1,3
6,29,3,4
7,34,1,4
8,39,2,4
9,46,4,1
10,49,4,4
11,50,3,4
12,50,4,3
13,54,3,1
14,55,4,4
15,63,2,2
16,87,4,2
17,90,3,1
18,91,0,4
19,96,1,3
20,98,1,2
21,100,2,4
22,100,4,4
23,101,3,4
24,104,1,4
25,105,2,4
26,120,0,2
27,128,3,2
28,129,1,4
29,130,3,4
30,144,1,3
31,146,3,2
32,147,1,4
33,152,1,1
34,152,4,4
35,157,4,0
36,169,1,2
37,171,2,3
38,174,0,0
39,176,2,4
40,181,0,2
41,185,0,3
42,185,3,4
43,190,0,3
44,190,4,4
45,192,0,2
46,200,4,1
