,step,vertical_idx,horizontal_idx
0,7,4,2
1,11,4,1
2,24,0,3
3,26,1,4
4,32,4,4
5,35,0,1
6,43,1,3
7,46,4,3
8,47,3,3
9,52,1,2
10,53,2,4
11,54,3,1
12,55,4,2
13,62,0,2
14,65,1,4
15,73,1,3
16,77,2,2
17,77,4,4
18,78,3,2
19,86,3,4
20,89,4,3
21,90,3,4
22,91,0,4
23,91,2,3
24,99,0,0
25,101,3,1
26,105,2,4
27,106,1,3
28,110,2,1
29,113,4,1
30,116,4,4
31,118,1,4
32,122,3,1
33,131,0,1
34,136,1,3
35,138,4,2
36,142,1,4
37,155,1,2
38,156,1,4
39,160,1,4
40,176,2,2
41,176,4,4
42,187,0,3
43,187,3,4
44,189,0,4
45,191,4,2
46,194,1,0
