,step,vertical_idx,horizontal_idx
0,6,2,1
1,19,3,3
2,34,2,2
3,40,4,4
4,41,3,3
5,51,4,3
6,57,0,2
7,57,3,3
8,58,2,4
9,62,0,4
10,62,3,2
11,63,3,1
12,63,4,3
13,66,0,4
14,66,1,4
15,70,1,2
16,70,4,4
17,82,1,2
18,83,0,4
19,89,0,3
20,94,1,3
21,95,3,3
22,108,0,3
23,110,4,4
24,114,3,4
25,116,3,4
26,123,0,2
27,125,0,3
28,127,0,1
29,127,0,4
30,127,2,4
31,139,4,3
32,141,4,1
33,143,0,3
34,145,0,3
35,159,0,3
36,161,4,2
37,164,3,4
38,167,0,4
39,169,1,1
40,169,1,2
41,173,0,1
42,175,2,4
43,184,3,2
44,189,0,3
45,192,1,3
46,195,3,4
47,199,1,4
