,step,vertical_idx,horizontal_idx
0,5,2,3
1,8,2,2
2,10,1,2
3,14,3,4
4,24,2,3
5,24,2,4
6,32,2,3
7,36,2,3
8,37,2,3
9,44,0,3
10,50,0,3
11,50,0,4
12,51,2,4
13,52,1,4
14,58,1,1
15,63,1,0
16,75,2,1
17,77,0,1
18,77,0,4
19,79,0,4
20,81,1,3
21,83,3,4
22,92,4,4
23,96,0,2
24,99,0,2
25,100,4,4
26,110,1,4
27,113,4,4
28,115,2,3
29,117,3,2
30,119,2,3
31,126,4,3
32,130,1,2
33,132,1,4
34,132,2,4
35,139,0,3
36,139,4,2
37,144,1,3
38,145,4,1
39,151,0,0
40,151,2,3
41,158,3,3
42,160,2,1
43,168,2,3
44,168,2,4
45,174,2,4
46,176,1,2
47,179,0,0
48,185,1,4
49,192,3,1
50,194,0,0
51,196,3,2
