,step,vertical_idx,horizontal_idx
0,2,4,3
1,3,0,3
2,11,2,3
3,18,2,2
4,19,2,4
5,22,0,4
6,30,4,3
7,34,4,3
8,36,2,1
9,44,0,4
10,53,0,3
11,55,1,3
12,59,2,4
13,63,0,4
14,66,3,3
15,68,1,4
16,70,4,3
17,71,3,4
18,73,3,1
19,76,0,3
20,79,2,3
21,86,3,2
22,100,2,4
23,101,1,4
24,109,2,2
25,109,4,3
26,111,4,2
27,115,3,3
28,116,4,0
29,116,4,4
30,118,2,2
31,118,4,0
32,124,1,3
33,138,2,2
34,138,4,4
35,141,0,4
36,152,2,3
37,156,2,2
38,158,1,3
39,159,1,3
40,169,4,2
41,175,3,3
42,176,3,2
43,177,0,4
44,180,1,2
45,187,3,3
46,192,4,3
47,197,2,3
48,198,2,4
