,step,vertical_idx,horizontal_idx
0,2,2,2
1,7,3,1
2,8,4,3
3,9,3,3
4,12,0,3
5,12,3,4
6,18,1,2
7,24,0,3
8,25,0,1
9,26,3,3
10,27,0,3
11,35,1,4
12,39,0,4
13,39,2,4
14,44,4,0
15,44,4,4
16,49,4,3
17,54,1,2
18,62,2,3
19,78,4,3
20,95,4,3
21,100,0,4
22,101,4,2
23,103,3,2
24,108,1,2
25,109,1,0
26,116,4,4
27,120,2,3
28,122,0,2
29,124,2,3
30,127,2,2
31,132,2,3
32,134,0,1
33,142,0,2
34,143,1,3
35,144,2,4
36,152,0,4
37,163,1,3
38,164,3,4
39,166,2,3
40,166,2,4
41,177,4,3
42,179,0,2
43,197,1,3
44,197,4,1
45,197,4,2
