,step,vertical_idx,horizontal_idx
0,1,1,1
1,2,4,4
2,9,1,4
3,13,3,1
4,17,4,3
5,19,0,4
6,20,3,2
7,22,3,3
8,23,3,2
9,29,0,2
10,29,0,3
11,33,4,0
12,34,0,3
13,36,2,3
14,37,1,3
15,37,2,3
16,42,0,3
17,44,1,0
18,51,0,4
19,52,3,2
20,56,0,3
21,63,4,2
22,70,0,4
23,75,0,3
24,83,4,4
25,84,2,2
26,85,3,4
27,90,3,4
28,93,3,3
29,95,1,2
30,103,4,4
31,105,4,2
32,108,0,3
33,108,1,3
34,108,3,2
35,111,1,2
36,111,1,3
37,113,4,3
38,116,0,4
39,118,3,2
40,124,4,1
41,125,2,3
42,138,4,4
43,140,0,4
44,146,4,2
45,148,1,1
46,151,1,3
47,160,4,3
48,165,1,4
49,167,3,1
50,174,1,1
51,178,3,2
52,179,4,2
53,179,4,4
54,192,2,2
55,197,0,4
56,198,2,1
