,step,vertical_idx,horizontal_idx
0,3,2,4
1,5,0,3
2,6,3,4
3,8,4,0
4,15,4,4
5,26,0,2
6,35,4,0
7,39,2,3
8,41,4,4
9,44,0,3
10,44,0,4
11,48,1,3
12,48,2,3
13,48,3,4
14,52,0,2
15,53,2,2
16,62,4,3
17,63,2,3
18,64,1,3
19,65,2,3
20,77,4,1
21,78,1,3
22,82,4,3
23,93,3,3
24,105,1,3
25,106,0,3
26,116,0,3
27,116,1,4
28,118,0,3
29,144,3,4
30,145,1,4
31,146,0,3
32,150,2,3
33,153,0,3
34,154,4,3
35,158,0,4
36,165,1,4
37,173,4,3
38,174,2,4
39,181,0,3
40,181,1,4
41,182,1,2
42,186,2,2
43,189,4,0
44,192,2,4
45,199,1,4
46,200,4,2
