,step,vertical_idx,horizontal_idx
0,4,4,0
1,8,2,2
2,10,3,4
3,24,4,3
4,27,0,4
5,31,2,1
6,33,3,4
7,36,2,4
8,41,2,4
9,41,3,4
10,46,1,1
11,63,3,4
12,64,4,1
13,78,0,4
14,84,0,3
15,84,3,0
16,85,3,0
17,95,3,4
18,104,4,2
19,106,0,3
20,110,3,3
21,113,4,3
22,115,0,2
23,115,3,4
24,116,1,1
25,117,4,0
26,117,4,4
27,123,4,3
28,129,1,1
29,130,3,0
30,131,3,4
31,139,3,1
32,142,3,4
33,144,3,4
34,147,4,2
35,148,0,1
36,155,4,4
37,157,3,3
38,160,0,2
39,160,2,1
40,162,1,2
41,168,1,3
42,169,3,3
43,175,1,2
44,179,4,1
45,182,3,4
46,186,4,2
47,188,0,3
48,190,0,4
