,step,vertical_idx,horizontal_idx
0,7,2,3
1,9,2,2
2,11,0,1
3,16,1,3
4,20,4,4
5,23,0,4
6,27,3,3
7,32,3,4
8,35,3,0
9,37,3,1
10,39,0,4
11,41,2,1
12,43,1,1
13,54,3,3
14,58,0,2
15,61,2,3
16,63,2,2
17,70,2,4
18,79,0,4
19,81,3,3
20,86,0,1
21,87,0,0
22,89,2,2
23,91,1,0
24,92,0,3
25,95,3,4
26,102,0,3
27,107,4,4
28,111,1,1
29,120,2,2
30,124,1,1
31,127,3,4
32,128,0,4
33,129,2,4
34,134,0,4
35,137,1,4
36,139,4,3
37,149,3,1
38,151,1,2
39,160,1,3
40,164,2,4
41,166,2,3
42,166,3,4
43,167,4,1
44,172,1,3
45,173,2,2
46,179,4,1
47,188,3,2
48,188,4,4
49,193,2,3
50,196,4,2
