,step,vertical_idx,horizontal_idx
0,3,2,4
1,6,2,4
2,10,3,4
3,13,2,2
4,14,2,3
5,18,0,1
6,21,2,2
7,30,0,2
8,35,1,1
9,38,4,4
10,51,3,4
11,52,1,3
12,54,2,3
13,55,1,2
14,55,3,1
15,60,3,2
16,61,2,4
17,66,0,2
18,70,3,1
19,73,1,3
20,87,2,4
21,91,4,2
22,95,1,0
23,97,3,2
24,103,2,1
25,106,0,3
26,107,0,2
27,107,1,3
28,116,4,2
29,118,1,3
30,122,4,3
31,124,1,2
32,124,4,0
33,126,2,4
34,132,4,4
35,135,4,0
36,138,2,1
37,141,0,1
38,144,3,4
39,150,1,2
40,151,0,4
41,152,1,2
42,160,0,2
43,164,3,4
44,171,3,0
45,178,1,1
46,180,1,3
47,182,4,3
48,188,4,2
49,189,4,4
50,190,2,2
51,192,4,3
52,193,2,1
53,194,1,4
54,195,2,2
