,step,vertical_idx,horizontal_idx
0,4,4,3
1,7,2,2
2,9,0,1
3,12,2,4
4,13,4,4
5,16,0,1
6,18,3,4
7,20,3,2
8,22,1,2
9,22,3,4
10,24,1,1
11,27,4,2
12,30,1,3
13,31,3,3
14,34,2,2
15,35,0,2
16,41,4,4
17,45,4,4
18,47,4,4
19,55,2,4
20,60,0,3
21,64,0,2
22,69,3,4
23,77,3,3
24,78,4,0
25,82,1,2
26,83,3,0
27,84,2,1
28,93,2,4
29,94,4,2
30,100,0,4
31,102,1,3
32,104,0,1
33,117,2,3
34,117,3,2
35,120,1,4
36,121,2,4
37,127,4,4
38,128,2,3
39,136,0,4
40,137,3,3
41,140,3,2
42,143,0,1
43,143,2,1
44,154,1,1
45,162,2,3
46,164,2,1
47,167,0,4
48,173,3,3
49,177,0,4
50,185,1,0
51,186,1,2
52,190,2,4
53,191,1,1
54,191,1,2
55,191,4,1
56,195,1,4
57,195,2,4
58,196,4,4
59,199,1,0
