,step,vertical_idx,horizontal_idx
0,3,1,2
1,6,1,4
2,8,1,3
3,13,3,0
4,19,1,4
5,19,4,4
6,20,0,2
7,27,4,4
8,30,2,1
9,31,2,4
10,35,1,2
11,36,3,4
12,46,3,1
13,46,4,3
14,55,2,3
15,58,2,2
16,60,2,2
17,64,2,3
18,66,4,2
19,67,1,2
20,67,2,1
21,69,4,4
22,71,1,4
23,71,3,3
24,71,3,4
25,72,2,2
26,75,2,3
27,78,3,3
28,79,1,1
29,80,1,4
30,82,2,4
31,82,4,3
32,86,3,3
33,90,3,3
34,94,4,4
35,96,2,1
36,100,1,2
37,101,0,1
38,101,4,3
39,108,2,4
40,110,0,4
41,120,2,1
42,120,2,3
43,124,2,2
44,135,0,2
45,136,3,0
46,141,0,4
47,146,4,4
48,149,3,2
49,157,3,2
50,167,1,3
51,168,0,4
52,171,0,3
53,175,1,3
54,176,4,1
55,184,4,3
56,186,3,3
57,193,1,2
58,193,2,2
59,195,2,4
