,step,vertical_idx,horizontal_idx
0,1,3,4
1,10,3,4
2,14,2,4
3,16,3,1
4,16,4,1
5,29,2,3
6,38,2,4
7,43,2,4
8,57,0,4
9,69,0,3
10,71,4,2
11,73,2,2
12,75,1,4
13,88,2,3
14,89,1,3
15,92,3,2
16,103,4,0
17,107,0,4
18,107,1,2
19,116,4,2
20,118,3,3
21,123,4,3
22,128,2,3
23,131,4,2
24,135,4,0
25,138,0,4
26,138,4,1
27,140,1,3
28,144,0,4
29,145,4,3
30,148,0,2
31,150,3,3
32,151,0,0
33,158,1,4
34,161,3,3
35,166,0,3
36,166,0,4
37,170,1,3
38,170,2,4
39,170,3,1
40,176,1,4
41,181,0,2
42,190,3,3
43,191,0,2
44,195,1,3
45,200,1,3
