,step,vertical_idx,horizontal_idx
0,2,2,2
1,4,2,2
2,6,2,4
3,18,1,1
4,29,3,4
5,30,2,3
6,32,1,3
7,34,1,4
8,34,2,3
9,40,4,0
10,43,0,4
11,45,1,4
12,53,0,4
13,58,4,3
14,65,3,1
15,70,1,3
16,71,1,3
17,75,3,2
18,76,2,1
19,78,2,4
20,88,1,3
21,98,0,3
22,100,3,4
23,103,3,3
24,109,3,4
25,113,0,3
26,114,2,4
27,118,4,0
28,122,0,4
29,131,3,3
30,131,4,4
31,134,4,1
32,136,0,1
33,142,0,1
34,142,4,3
35,143,1,3
36,145,4,2
37,147,0,3
38,147,4,0
39,154,2,4
40,155,0,4
41,161,3,4
42,165,1,4
43,168,0,4
44,178,0,4
45,179,0,3
46,180,3,1
47,190,1,4
48,194,0,4
49,195,3,4
