,step,vertical_idx,horizontal_idx
0,1,1,3
1,2,2,3
2,3,1,3
3,5,3,4
4,7,4,1
5,16,0,3
6,16,1,2
7,22,2,4
8,23,0,4
9,29,0,3
10,30,3,3
11,35,3,2
12,35,3,4
13,48,4,1
14,49,4,1
15,50,1,2
16,50,4,3
17,55,1,4
18,61,3,1
19,69,0,2
20,69,4,0
21,75,4,4
22,77,3,0
23,79,4,1
24,82,3,1
25,84,0,4
26,86,0,0
27,90,3,3
28,91,2,4
29,93,3,4
30,127,3,3
31,128,3,2
32,128,4,3
33,129,0,4
34,130,3,4
35,131,1,0
36,131,1,4
37,131,2,3
38,134,0,4
39,139,3,1
40,140,4,2
41,142,0,2
42,144,1,4
43,145,0,3
44,147,1,2
45,154,1,0
46,155,0,2
47,155,0,4
48,162,1,3
49,166,3,4
50,172,3,3
51,173,4,2
52,180,0,3
53,183,1,4
54,197,2,3
