,step,vertical_idx,horizontal_idx
0,10,4,3
1,12,2,3
2,12,3,1
3,15,4,4
4,16,3,1
5,20,4,2
6,22,0,4
7,23,1,4
8,38,0,2
9,41,1,0
10,52,3,2
11,64,4,4
12,68,1,1
13,68,2,1
14,68,4,3
15,70,0,2
16,70,3,1
17,79,1,2
18,80,0,1
19,80,1,3
20,82,4,4
21,84,0,4
22,88,4,3
23,95,2,1
24,98,4,4
25,99,1,2
26,103,4,4
27,104,1,1
28,106,2,3
29,108,1,3
30,114,1,1
31,116,4,3
32,128,1,3
33,133,0,2
34,138,0,0
35,139,1,4
36,147,1,2
37,147,3,4
38,148,2,4
39,150,4,1
40,154,0,4
41,162,3,4
42,174,3,4
43,175,3,2
44,179,3,4
45,184,3,1
46,190,1,3
47,191,0,2
48,193,0,3
49,195,4,1
50,197,2,3
51,198,1,4
