,step,vertical_idx,horizontal_idx
0,2,2,4
1,4,1,1
2,5,1,1
3,10,4,2
4,11,3,1
5,14,3,2
6,16,4,3
7,20,3,4
8,26,0,3
9,30,3,0
10,43,3,3
11,51,1,3
12,65,3,0
13,69,4,2
14,78,4,3
15,79,4,2
16,81,3,0
17,87,2,1
18,93,4,1
19,101,3,2
20,108,2,4
21,112,2,2
22,113,4,3
23,118,4,1
24,120,1,2
25,122,2,2
26,129,2,1
27,130,3,1
28,131,3,3
29,132,1,4
30,134,1,2
31,135,0,3
32,135,2,2
33,137,2,3
34,138,1,2
35,140,0,2
36,142,1,1
37,149,2,1
38,151,1,1
39,154,1,4
40,154,2,4
41,157,2,4
42,158,1,1
43,164,4,3
44,166,4,2
45,169,0,4
46,171,4,3
47,171,4,4
48,173,3,4
49,181,3,1
50,185,0,4
51,189,1,2
52,193,1,4
53,194,2,4
54,195,0,4
55,198,4,4
56,199,1,3
