,step,vertical_idx,horizontal_idx
0,4,0,2
1,12,0,0
2,14,3,3
3,16,3,4
4,29,4,1
5,30,4,1
6,31,1,4
7,32,1,0
8,32,1,3
9,34,0,4
10,34,4,1
11,41,0,4
12,46,1,4
13,55,2,3
14,56,4,3
15,56,4,4
16,63,2,4
17,68,4,1
18,79,3,3
19,81,1,3
20,84,4,2
21,87,3,2
22,89,0,3
23,90,0,4
24,92,2,2
25,92,2,4
26,100,1,0
27,100,4,3
28,101,4,4
29,104,1,3
30,107,1,2
31,109,1,3
32,111,0,1
33,120,0,4
34,128,0,2
35,142,3,3
36,147,1,4
37,148,2,2
38,152,0,4
39,154,3,2
40,160,2,1
41,172,3,3
42,179,4,3
43,182,2,3
44,186,1,4
45,194,1,0
46,200,0,4
