,step,vertical_idx,horizontal_idx
0,13,4,1
1,20,1,2
2,22,2,3
3,25,1,3
4,43,3,3
5,44,0,3
6,47,1,3
7,48,1,2
8,48,2,4
9,52,4,4
10,54,1,4
11,64,1,3
12,64,3,2
13,65,2,2
14,70,2,2
15,70,4,2
16,71,0,1
17,73,0,4
18,74,4,3
19,79,4,0
20,80,1,1
21,80,1,4
22,83,2,3
23,88,3,3
24,91,2,3
25,98,4,1
26,99,0,3
27,101,4,4
28,102,4,1
29,106,1,3
30,108,0,3
31,111,0,2
32,118,0,1
33,120,2,4
34,127,4,4
35,135,0,3
36,136,4,2
37,141,0,2
38,143,4,3
39,151,0,3
40,152,3,4
41,156,1,4
42,165,0,0
43,181,3,4
44,185,0,2
45,185,3,1
46,187,2,3
