,step,vertical_idx,horizontal_idx
0,1,4,4
1,17,4,2
2,29,3,1
3,38,0,2
4,40,4,3
5,41,1,3
6,42,1,4
7,56,2,2
8,57,1,3
9,58,4,2
10,65,1,3
11,67,4,0
12,78,1,4
13,79,3,1
14,83,3,3
15,85,1,2
16,86,2,2
17,86,3,3
18,90,1,4
19,93,4,1
20,94,4,1
21,112,1,3
22,117,1,1
23,117,2,3
24,117,4,4
25,119,2,1
26,120,2,3
27,128,3,3
28,130,3,4
29,131,2,2
30,132,1,2
31,135,0,4
32,146,1,4
33,149,3,4
34,151,3,4
35,154,3,4
36,155,4,3
37,161,4,4
38,162,4,3
39,164,2,4
40,165,2,4
41,170,0,3
42,181,1,4
43,182,0,1
44,186,0,3
45,192,0,3
46,195,4,1
47,197,1,2
48,197,2,3
49,199,3,2
