,step,vertical_idx,horizontal_idx
0,5,4,2
1,6,2,4
2,8,4,1
3,19,4,4
4,24,0,3
5,28,0,4
6,32,2,4
7,33,1,3
8,35,3,2
9,46,0,4
10,47,1,4
11,54,1,3
12,62,0,4
13,65,4,4
14,66,1,4
15,67,0,2
16,72,3,0
17,76,0,2
18,78,0,3
19,78,2,4
20,81,0,4
21,85,2,1
22,87,2,3
23,90,1,4
24,93,3,2
25,99,0,4
26,100,4,2
27,101,4,4
28,102,2,3
29,103,2,1
30,117,0,3
31,117,1,2
32,118,1,4
33,127,2,3
34,131,0,3
35,133,4,3
36,136,1,2
37,136,3,1
38,137,4,3
39,143,4,4
40,148,0,2
41,149,1,4
42,152,3,3
43,153,0,0
44,165,1,3
45,165,2,4
46,165,3,3
47,166,1,1
48,175,4,2
49,178,4,1
50,179,3,3
51,180,4,0
52,184,0,2
53,184,2,4
54,197,2,2
55,200,2,3
