,step,vertical_idx,horizontal_idx
0,1,1,2
1,1,1,3
2,1,4,3
3,33,4,4
4,36,3,3
5,38,2,2
6,40,0,2
7,40,2,2
8,43,1,1
9,44,1,4
10,49,4,3
11,53,4,1
12,54,3,2
13,55,3,3
14,57,2,4
15,67,0,3
16,69,3,4
17,71,2,4
18,75,0,1
19,79,1,3
20,81,3,2
21,84,1,0
22,85,3,2
23,88,2,2
24,89,1,2
25,91,0,2
26,93,0,4
27,98,1,4
28,104,4,0
29,111,4,3
30,118,1,4
31,136,3,2
32,137,3,4
33,147,0,3
34,148,2,4
35,158,2,4
36,160,0,4
37,164,4,4
38,165,4,1
39,167,0,2
40,167,1,4
41,171,4,0
42,173,0,3
43,176,4,0
44,189,2,1
45,195,4,3
46,196,1,4
