,step,vertical_idx,horizontal_idx
0,4,0,3
1,7,0,1
2,9,3,4
3,14,0,0
4,17,1,3
5,23,1,4
6,25,1,1
7,28,4,1
8,30,4,1
9,36,0,4
10,39,1,4
11,49,0,3
12,49,3,4
13,51,3,4
14,54,1,4
15,60,4,0
16,63,1,1
17,64,3,4
18,70,2,4
19,76,1,0
20,80,4,3
21,83,0,2
22,99,0,2
23,104,0,2
24,107,2,3
25,108,2,4
26,111,0,0
27,113,1,4
28,113,4,3
29,121,0,1
30,124,2,3
31,127,1,1
32,128,4,2
33,133,0,3
34,139,3,4
35,145,3,4
36,149,2,3
37,150,4,4
38,159,2,2
39,161,0,2
40,161,2,2
41,168,1,2
42,169,1,4
43,169,4,4
44,181,2,2
45,192,0,1
46,194,0,2
47,195,0,2
