,step,vertical_idx,horizontal_idx
0,4,3,2
1,5,1,2
2,11,3,4
3,13,4,3
4,16,3,2
5,17,1,4
6,26,4,1
7,41,4,4
8,43,0,2
9,45,1,3
10,52,0,4
11,54,4,1
12,56,4,4
13,65,0,2
14,69,0,4
15,74,1,3
16,80,4,4
17,83,4,2
18,84,1,0
19,98,0,1
20,99,3,2
21,101,0,4
22,101,4,1
23,102,1,3
24,104,1,3
25,109,2,2
26,112,2,1
27,112,3,3
28,116,4,3
29,118,0,3
30,120,3,1
31,127,3,2
32,145,1,3
33,148,1,4
34,148,4,3
35,149,4,4
36,150,4,3
37,152,2,2
38,156,3,2
39,160,1,2
40,162,0,4
41,164,2,3
42,172,0,4
43,173,1,1
44,176,1,1
45,179,0,1
46,179,4,2
47,183,1,1
48,184,0,4
49,184,2,3
50,185,1,2
51,189,3,3
52,194,2,3
53,197,2,4
54,198,3,3
