,step,vertical_idx,horizontal_idx
0,2,0,2
1,11,1,3
2,13,3,4
3,37,0,2
4,48,2,3
5,49,3,4
6,51,0,3
7,52,2,3
8,58,1,3
9,61,3,4
10,64,3,4
11,64,4,2
12,68,3,3
13,70,4,4
14,72,2,2
15,74,3,3
16,80,4,4
17,86,3,2
18,89,2,3
19,90,0,3
20,94,1,3
21,95,2,2
22,95,4,3
23,97,3,0
24,100,1,3
25,106,2,2
26,106,3,3
27,108,0,3
28,110,4,4
29,113,4,2
30,114,0,3
31,115,3,4
32,117,3,4
33,118,3,4
34,125,4,4
35,127,3,4
36,128,0,2
37,132,3,2
38,135,3,3
39,135,4,2
40,142,0,3
41,147,4,3
42,148,4,3
43,148,4,4
44,159,1,4
45,160,3,1
46,169,0,1
47,170,1,2
48,177,2,1
49,182,2,4
50,191,2,2
51,191,4,4
52,193,2,2
53,194,4,3
54,197,2,3
55,198,2,3
