,step,vertical_idx,horizontal_idx
0,1,1,4
1,1,3,4
2,1,4,4
3,2,3,4
4,8,4,3
5,12,2,3
6,14,4,0
7,14,4,3
8,19,1,2
9,22,0,3
10,22,2,4
11,25,0,2
12,33,1,3
13,39,3,3
14,47,1,0
15,49,1,2
16,54,0,1
17,54,1,1
18,55,1,4
19,55,4,3
20,56,1,2
21,57,3,4
22,66,0,4
23,67,3,1
24,71,2,4
25,78,2,3
26,88,3,3
27,93,4,3
28,96,0,2
29,125,2,3
30,127,3,4
31,128,0,4
32,128,4,3
33,130,0,1
34,133,2,3
35,137,2,4
36,146,2,3
37,148,1,0
38,160,4,1
39,161,4,3
40,163,4,4
41,175,3,1
42,177,4,1
43,178,2,4
44,179,4,3
45,181,3,1
46,191,0,3
47,193,3,2
48,200,2,4
