,step,vertical_idx,horizontal_idx
0,6,2,4
1,7,1,2
2,7,4,3
3,11,3,1
4,11,4,3
5,13,1,1
6,14,0,1
7,14,2,2
8,21,4,4
9,24,1,4
10,29,4,4
11,31,3,4
12,40,3,3
13,45,4,1
14,47,0,2
15,48,3,4
16,52,2,1
17,54,3,1
18,56,3,3
19,58,1,0
20,59,3,3
21,62,4,3
22,65,1,3
23,66,2,2
24,68,3,4
25,68,4,3
26,76,3,0
27,79,2,4
28,81,0,1
29,87,0,0
30,89,3,4
31,93,2,2
32,102,0,4
33,106,2,4
34,107,1,4
35,111,3,4
36,113,3,1
37,113,3,3
38,116,0,0
39,124,2,3
40,131,0,3
41,141,0,3
42,141,4,3
43,142,0,0
44,142,1,4
45,142,2,4
46,143,2,4
47,158,1,2
48,159,0,2
49,165,0,3
50,165,1,4
51,168,4,4
52,171,3,2
53,187,2,3
54,191,0,1
55,192,1,3
56,198,1,4
