,step,vertical_idx,horizontal_idx
0,1,4,4
1,3,4,4
2,4,3,0
3,7,4,3
4,11,3,4
5,14,2,2
6,15,3,1
7,16,4,4
8,26,2,2
9,28,0,1
10,33,1,3
11,37,2,1
12,37,4,3
13,51,0,2
14,51,1,2
15,51,4,4
16,59,0,4
17,68,0,2
18,80,0,4
19,94,0,2
20,105,2,2
21,106,0,4
22,114,1,2
23,121,4,0
24,126,2,3
25,128,0,4
26,129,1,3
27,141,2,2
28,141,4,4
29,156,0,4
30,157,0,3
31,169,0,4
32,172,3,4
33,177,0,4
34,177,1,1
35,178,2,1
36,180,1,2
37,184,0,1
38,184,0,2
39,184,4,4
40,186,4,4
41,191,3,3
42,195,1,4
43,196,0,4
44,198,2,3
45,198,2,4
