,step,vertical_idx,horizontal_idx
0,7,2,3
1,8,2,3
2,9,0,3
3,9,1,2
4,10,2,1
5,13,4,3
6,21,3,1
7,21,3,4
8,22,0,2
9,25,2,3
10,30,4,3
11,31,1,3
12,43,2,4
13,44,0,2
14,47,1,3
15,54,2,4
16,54,3,4
17,55,0,3
18,56,3,2
19,64,2,4
20,66,2,3
21,70,4,2
22,77,4,1
23,80,1,4
24,87,2,3
25,92,1,4
26,92,4,3
27,94,4,3
28,101,2,3
29,109,3,1
30,112,2,3
31,117,2,2
32,119,2,3
33,134,3,2
34,139,2,1
35,147,3,3
36,149,4,3
37,151,1,3
38,151,4,0
39,155,0,2
40,156,3,1
41,159,3,1
42,164,3,2
43,168,0,3
44,168,2,1
45,179,0,3
46,184,0,2
47,192,3,0
48,195,3,2
