,step,vertical_idx,horizontal_idx
0,1,2,3
1,3,2,2
2,9,4,0
3,17,2,3
4,18,4,2
5,19,3,4
6,20,4,3
7,25,4,4
8,36,4,3
9,52,0,1
10,53,2,4
11,57,1,1
12,57,4,4
13,63,3,2
14,71,0,2
15,77,0,0
16,79,3,4
17,88,0,2
18,89,2,3
19,94,4,4
20,96,4,3
21,101,0,3
22,106,3,1
23,107,2,3
24,112,1,2
25,113,2,1
26,113,2,3
27,116,1,3
28,120,1,2
29,120,1,3
30,122,3,2
31,126,4,4
32,127,2,2
33,132,0,4
34,132,3,2
35,134,0,2
36,135,0,3
37,136,0,4
38,136,2,3
39,141,3,1
40,142,2,4
41,148,4,2
42,150,2,2
43,151,1,1
44,153,3,3
45,159,0,1
46,160,3,4
47,164,0,3
48,168,1,3
49,169,4,3
50,172,3,0
51,173,2,2
52,178,2,1
53,178,3,2
54,185,1,4
55,185,2,3
56,186,4,1
57,187,1,2
58,187,1,3
59,188,4,2
60,189,1,4
61,190,0,3
62,194,1,2
63,194,2,4
64,195,1,4
