,step,vertical_idx,horizontal_idx
0,2,2,4
1,12,2,2
2,12,4,4
3,24,1,3
4,24,3,4
5,26,1,3
6,27,2,4
7,28,0,4
8,29,4,4
9,31,1,3
10,33,1,3
11,45,1,4
12,45,2,1
13,50,2,1
14,51,0,2
15,51,2,2
16,52,2,2
17,56,2,3
18,56,4,1
19,56,4,2
20,71,2,3
21,75,3,2
22,85,1,2
23,88,2,1
24,94,4,3
25,96,2,2
26,98,0,4
27,101,0,0
28,106,1,4
29,110,4,3
30,114,3,2
31,116,4,4
32,124,2,3
33,133,2,4
34,133,4,4
35,134,4,3
36,135,0,4
37,138,2,4
38,140,3,4
39,144,3,3
40,150,2,1
41,154,0,2
42,155,2,4
43,158,0,2
44,160,2,4
45,168,2,1
46,172,0,0
47,173,4,4
48,177,4,2
49,181,4,1
50,182,1,2
51,184,4,4
52,195,0,2
53,200,1,4
