,step,vertical_idx,horizontal_idx
0,2,1,4
1,4,0,4
2,8,2,2
3,25,3,4
4,29,1,3
5,31,1,4
6,33,0,0
7,34,0,4
8,36,3,3
9,37,2,4
10,39,4,2
11,41,1,2
12,41,3,2
13,50,4,4
14,51,4,1
15,53,3,3
16,59,3,3
17,60,1,3
18,62,0,4
19,63,0,1
20,69,3,3
21,70,0,2
22,73,1,3
23,80,4,2
24,81,4,3
25,83,4,3
26,86,0,4
27,89,2,3
28,98,3,4
29,99,0,4
30,99,4,4
31,102,1,2
32,102,3,3
33,113,2,3
34,117,2,4
35,122,0,1
36,125,1,3
37,128,3,4
38,131,1,4
39,134,0,4
40,135,4,3
41,138,2,3
42,142,0,4
43,145,4,3
44,147,1,4
45,154,3,3
46,156,0,3
47,165,4,1
48,166,3,2
49,168,4,4
50,169,4,4
51,171,4,3
52,175,4,2
53,178,1,2
54,182,4,4
55,186,2,4
56,189,0,2
57,189,1,4
58,193,1,3
59,194,0,4
60,195,2,1
61,198,4,2
62,199,3,2
