,step,vertical_idx,horizontal_idx
0,3,3,2
1,8,2,2
2,9,2,4
3,10,2,3
4,14,2,3
5,16,1,1
6,19,2,3
7,24,0,3
8,37,0,3
9,38,4,1
10,44,0,4
11,52,4,0
12,56,3,2
13,62,2,3
14,63,4,2
15,66,0,3
16,66,0,4
17,73,0,2
18,78,4,3
19,91,4,4
20,93,4,1
21,101,1,1
22,105,1,4
23,111,0,4
24,114,2,3
25,116,0,4
26,118,2,3
27,126,1,4
28,127,0,2
29,135,2,2
30,142,3,4
31,147,3,2
32,153,1,4
33,160,2,2
34,163,3,2
35,165,1,3
36,165,2,3
37,166,2,2
38,174,1,1
39,175,2,1
40,180,0,2
41,181,4,3
42,185,4,4
43,186,0,2
44,191,1,0
45,193,2,2
46,196,0,0
47,197,1,1
